,frametime,GoldStandardValence,GoldStandardArousal
3713,148.52,0.02436067,-0.343409
3714,148.56,0.02102733,-0.3450757
3715,148.6,0.02102733,-0.348409
3716,148.64,0.02102733,-0.348409
3717,148.68,0.02102733,-0.348409
3718,148.72,0.02102733,-0.3467423
3719,148.76,0.02102733,-0.3467423
3720,148.8,0.02102733,-0.348409
3721,148.84,0.02102733,-0.348409
3722,148.88,0.02102733,-0.348409
3723,148.92,0.02102733,-0.3500757
3724,148.96,0.02102733,-0.3500757
3725,149.0,0.01936067,-0.3500757
3726,149.04,0.01936067,-0.3500757
3727,149.08,0.01936067,-0.3500757
3728,149.12,0.01936067,-0.3500757
3729,149.16,0.01936067,-0.3500757
3730,149.2,0.02102733,-0.3500757
3731,149.24,0.01936067,-0.348409
3732,149.28,0.01936067,-0.348409
3733,149.32,0.01936067,-0.348409
3734,149.36,0.01936067,-0.3467423
3735,149.4,0.017694,-0.3467423
3736,149.44,0.017694,-0.3450757
3737,149.48,0.017694,-0.3450757
3738,149.52,0.01602733,-0.343409
3739,149.56,0.01602733,-0.3450757
3740,149.6,0.01602733,-0.343409
3741,149.64,0.01436067,-0.3450757
3742,149.68,0.01436067,-0.3450757
3743,149.72,0.01436067,-0.3417423
3744,149.76,0.01602733,-0.3400757
3745,149.8,0.017694,-0.333409
3746,149.84,0.017694,-0.328409
3747,149.88,0.017694,-0.3250757
3748,149.92,0.017694,-0.318409
3749,149.96,0.017694,-0.3117423
3750,150.0,0.01936067,-0.3017423
3751,150.04,0.01936067,-0.2867423
3752,150.08,0.01936067,-0.2800757
3753,150.12,0.01936067,-0.2767423
3754,150.16,0.01936067,-0.2700757
3755,150.2,0.01936067,-0.268409
3756,150.24,0.01936067,-0.268409
3757,150.28,0.01936067,-0.2667423
3758,150.32,0.022694,-0.2600757
3759,150.36,0.022694,-0.2517423
3760,150.4,0.022694,-0.2500757
3761,150.44,0.02436067,-0.2467423
3762,150.48,0.03102733,-0.238409
3763,150.52,0.032694,-0.233409
3764,150.56,0.032694,-0.2317423
3765,150.6,0.037694,-0.2300757
3766,150.64,0.03936067,-0.233409
3767,150.68,0.04102733,-0.233409
3768,150.72,0.04102733,-0.233409
3769,150.76,0.04102733,-0.233409
3770,150.8,0.042694,-0.2300757
3771,150.84,0.042694,-0.2267423
3772,150.88,0.04436067,-0.228409
3773,150.92,0.04602733,-0.2300757
3774,150.96,0.04602733,-0.2317423
3775,151.0,0.04602733,-0.2317423
3776,151.04,0.047694,-0.233409
3777,151.08,0.047694,-0.228409
3778,151.12,0.047694,-0.223409
3779,151.16,0.047694,-0.223409
3780,151.2,0.047694,-0.2217423
3781,151.24,0.047694,-0.2217423
3782,151.28,0.047694,-0.223409
3783,151.32,0.047694,-0.2250757
3784,151.36,0.04602733,-0.223409
3785,151.4,0.04602733,-0.223409
3786,151.44,0.04436067,-0.2250757
3787,151.48,0.042694,-0.2250757
3788,151.52,0.042694,-0.2267423
3789,151.56,0.04436067,-0.2267423
3790,151.6,0.04436067,-0.228409
3791,151.64,0.04436067,-0.2317423
3792,151.68,0.04436067,-0.233409
3793,151.72,0.04436067,-0.238409
3794,151.76,0.04436067,-0.2417423
3795,151.8,0.04436067,-0.243409
3796,151.84,0.04436067,-0.2450757
3797,151.88,0.04436067,-0.2467423
3798,151.92,0.04436067,-0.248409
3799,151.96,0.04436067,-0.248409
3800,152.0,0.04436067,-0.2500757
3801,152.04,0.04436067,-0.2500757
3802,152.08,0.04436067,-0.2500757
3803,152.12,0.04436067,-0.2517423
3804,152.16,0.04436067,-0.2550757
3805,152.2,0.04436067,-0.258409
3806,152.24,0.04436067,-0.2617423
3807,152.28,0.04436067,-0.2650757
3808,152.32,0.04436067,-0.268409
3809,152.36,0.04436067,-0.273409
3810,152.4,0.04436067,-0.2767423
3811,152.44,0.04436067,-0.278409
3812,152.48,0.04436067,-0.278409
3813,152.52,0.04436067,-0.2800757
3814,152.56,0.04602733,-0.2800757
3815,152.6,0.04602733,-0.2817423
3816,152.64,0.04602733,-0.283409
3817,152.68,0.047694,-0.2850757
3818,152.72,0.04602733,-0.2850757
3819,152.76,0.047694,-0.2850757
3820,152.8,0.04936067,-0.2867423
3821,152.84,0.04936067,-0.2850757
3822,152.88,0.04936067,-0.2867423
3823,152.92,0.05102733,-0.288409
3824,152.96,0.05102733,-0.2917423
3825,153.0,0.05102733,-0.2917423
3826,153.04,0.05102733,-0.2917423
3827,153.08,0.04936067,-0.293409
3828,153.12,0.04936067,-0.2950757
3829,153.16,0.04936067,-0.293409
3830,153.2,0.04936067,-0.2917423
3831,153.24,0.047694,-0.2917423
3832,153.28,0.047694,-0.2917423
3833,153.32,0.047694,-0.2917423
3834,153.36,0.04602733,-0.2917423
3835,153.4,0.04436067,-0.2917423
3836,153.44,0.04436067,-0.2917423
3837,153.48,0.042694,-0.2917423
3838,153.52,0.042694,-0.2917423
3839,153.56,0.042694,-0.2917423
3840,153.6,0.042694,-0.2917423
3841,153.64,0.04102733,-0.2917423
3842,153.68,0.03936067,-0.293409
3843,153.72,0.037694,-0.3000757
3844,153.76,0.037694,-0.3050757
3845,153.8,0.03602733,-0.3067423
3846,153.84,0.03436067,-0.3100757
3847,153.88,0.03436067,-0.3117423
3848,153.92,0.032694,-0.313409
3849,153.96,0.032694,-0.318409
3850,154.0,0.02936067,-0.3217423
3851,154.04,0.02936067,-0.3267423
3852,154.08,0.027694,-0.3317423
3853,154.12,0.02602733,-0.3367423
3854,154.16,0.02602733,-0.343409
3855,154.2,0.027694,-0.3500757
3856,154.24,0.027694,-0.353409
3857,154.28,0.027694,-0.358409
3858,154.32,0.027694,-0.3667423
3859,154.36,0.027694,-0.3767423
3860,154.4,0.02436067,-0.3817423
3861,154.44,0.02436067,-0.383409
3862,154.48,0.02436067,-0.383409
3863,154.52,0.02436067,-0.3850757
3864,154.56,0.02436067,-0.3867423
3865,154.6,0.02436067,-0.3867423
3866,154.64,0.02436067,-0.3867423
3867,154.68,0.022694,-0.3867423
3868,154.72,0.022694,-0.3900757
3869,154.76,0.022694,-0.3917423
3870,154.8,0.022694,-0.3967423
3871,154.84,0.02102733,-0.398409
3872,154.88,0.02102733,-0.398409
3873,154.92,0.02102733,-0.398409
3874,154.96,0.02102733,-0.398409
3875,155.0,0.01936067,-0.398409
3876,155.04,0.017694,-0.4000757
3877,155.08,0.017694,-0.4000757
3878,155.12,0.017694,-0.398409
3879,155.16,0.01602733,-0.398409
3880,155.2,0.01602733,-0.4000757
3881,155.24,0.01436067,-0.4017423
3882,155.28,0.01436067,-0.4017423
3883,155.32,0.01436067,-0.403409
3884,155.36,0.012694,-0.403409
3885,155.4,0.012694,-0.4050757
3886,155.44,0.012694,-0.408409
3887,155.48,0.01102733,-0.4100757
3888,155.52,0.009360668,-0.4117423
3889,155.56,0.007694001,-0.4100757
3890,155.6,0.007694001,-0.4100757
3891,155.64,0.007694001,-0.4100757
3892,155.68,0.006027334,-0.4100757
3893,155.72,0.006027334,-0.4100757
3894,155.76,0.004360668,-0.4100757
3895,155.8,0.002694001,-0.4100757
3896,155.84,0.002694001,-0.413409
3897,155.88,0.002694001,-0.4150757
3898,155.92,0.002694001,-0.418409
3899,155.96,0.001027334,-0.423409
3900,156.0,-0.002305999,-0.4267423
3901,156.04,-0.003972666,-0.4267423
3902,156.08,-0.005639332,-0.428409
3903,156.12,-0.007305999,-0.428409
3904,156.16,-0.01063933,-0.428409
3905,156.2,-0.01563933,-0.428409
3906,156.24,-0.02063933,-0.4300757
3907,156.28,-0.02063933,-0.4317423
3908,156.32,-0.02063933,-0.4317423
3909,156.36,-0.022306,-0.433409
3910,156.4,-0.02897267,-0.4367423
3911,156.44,-0.03397267,-0.4367423
3912,156.48,-0.03563933,-0.4400757
3913,156.52,-0.03563933,-0.443409
3914,156.56,-0.03563933,-0.443409
3915,156.6,-0.03563933,-0.443409
3916,156.64,-0.03563933,-0.4450757
3917,156.68,-0.037306,-0.443409
3918,156.72,-0.037306,-0.443409
3919,156.76,-0.03897267,-0.443409
3920,156.8,-0.03897267,-0.443409
3921,156.84,-0.03897267,-0.4450757
3922,156.88,-0.03897267,-0.4450757
3923,156.92,-0.03897267,-0.4467423
3924,156.96,-0.03897267,-0.4517423
3925,157.0,-0.03897267,-0.453409
3926,157.04,-0.03897267,-0.453409
3927,157.08,-0.03897267,-0.453409
3928,157.12,-0.03897267,-0.4550757
3929,157.16,-0.03897267,-0.4550757
3930,157.2,-0.03897267,-0.4550757
3931,157.24,-0.03897267,-0.4550757
3932,157.28,-0.03897267,-0.453409
3933,157.32,-0.03897267,-0.453409
3934,157.36,-0.03897267,-0.4550757
3935,157.4,-0.03897267,-0.458409
3936,157.44,-0.03897267,-0.458409
3937,157.48,-0.03897267,-0.4600757
3938,157.52,-0.03897267,-0.458409
3939,157.56,-0.03397267,-0.458409
3940,157.6,-0.02563933,-0.4517423
3941,157.64,-0.022306,-0.4317423
3942,157.68,-0.022306,-0.4167423
3943,157.72,-0.02063933,-0.4150757
3944,157.76,-0.02063933,-0.4150757
3945,157.8,-0.01897267,-0.4150757
3946,157.84,-0.01397267,-0.413409
3947,157.88,-0.01397267,-0.4100757
3948,157.92,-0.012306,-0.398409
3949,157.96,-0.01063933,-0.3867423
3950,158.0,-0.01063933,-0.368409
3951,158.04,-0.008972666,-0.3567423
3952,158.08,-0.008972666,-0.343409
3953,158.12,-0.007305999,-0.328409
3954,158.16,-0.007305999,-0.3167423
3955,158.2,-0.007305999,-0.313409
3956,158.24,-0.007305999,-0.308409
3957,158.28,-0.003972666,-0.3050757
3958,158.32,-0.003972666,-0.3000757
3959,158.36,-0.003972666,-0.293409
3960,158.4,-0.002305999,-0.2900757
3961,158.44,-0.002305999,-0.2867423
3962,158.48,-0.0006393323,-0.2850757
3963,158.52,-0.0006393323,-0.2767423
3964,158.56,0.001027334,-0.2750757
3965,158.6,0.001027334,-0.2717423
3966,158.64,0.001027334,-0.2650757
3967,158.68,0.001027334,-0.2617423
3968,158.72,0.001027334,-0.2567423
3969,158.76,0.001027334,-0.2550757
3970,158.8,0.001027334,-0.2550757
3971,158.84,0.001027334,-0.2550757
3972,158.88,0.001027334,-0.2550757
3973,158.92,0.001027334,-0.2517423
3974,158.96,0.001027334,-0.2517423
3975,159.0,0.001027334,-0.2500757
3976,159.04,0.001027334,-0.243409
3977,159.08,0.001027334,-0.2400757
3978,159.12,0.001027334,-0.2367423
3979,159.16,0.001027334,-0.2350757
3980,159.2,0.001027334,-0.2350757
3981,159.24,0.001027334,-0.233409
3982,159.28,0.001027334,-0.233409
3983,159.32,-0.0006393323,-0.233409
3984,159.36,-0.002305999,-0.2317423
3985,159.4,-0.003972666,-0.2317423
3986,159.44,-0.007305999,-0.2250757
3987,159.48,-0.008972666,-0.223409
3988,159.52,-0.01063933,-0.2217423
3989,159.56,-0.01063933,-0.218409
3990,159.6,-0.012306,-0.2200757
3991,159.64,-0.01397267,-0.2217423
3992,159.68,-0.017306,-0.2250757
3993,159.72,-0.02063933,-0.2267423
3994,159.76,-0.02397267,-0.228409
3995,159.8,-0.02563933,-0.2300757
3996,159.84,-0.02397267,-0.2317423
3997,159.88,-0.02397267,-0.2350757
3998,159.92,-0.02563933,-0.238409
3999,159.96,-0.02563933,-0.2417423
4000,160.0,-0.02563933,-0.2417423
4001,160.04,-0.02397267,-0.2450757
4002,160.08,-0.02397267,-0.248409
4003,160.12,-0.02397267,-0.2467423
4004,160.16,-0.02563933,-0.248409
4005,160.2,-0.02563933,-0.2500757
4006,160.24,-0.02397267,-0.2500757
4007,160.28,-0.02397267,-0.2500757
4008,160.32,-0.02397267,-0.2517423
4009,160.36,-0.02397267,-0.2517423
4010,160.4,-0.022306,-0.253409
4011,160.44,-0.022306,-0.253409
4012,160.48,-0.022306,-0.2550757
4013,160.52,-0.022306,-0.2550757
4014,160.56,-0.022306,-0.258409
4015,160.6,-0.022306,-0.258409
4016,160.64,-0.022306,-0.2600757
4017,160.68,-0.022306,-0.2600757
4018,160.72,-0.022306,-0.2617423
4019,160.76,-0.022306,-0.2617423
4020,160.8,-0.022306,-0.2650757
4021,160.84,-0.02063933,-0.263409
4022,160.88,-0.02063933,-0.263409
4023,160.92,-0.02063933,-0.263409
4024,160.96,-0.02063933,-0.263409
4025,161.0,-0.02063933,-0.2650757
4026,161.04,-0.02063933,-0.2650757
4027,161.08,-0.02063933,-0.2667423
4028,161.12,-0.02063933,-0.268409
4029,161.16,-0.01897267,-0.268409
4030,161.2,-0.01897267,-0.268409
4031,161.24,-0.01897267,-0.2700757
4032,161.28,-0.01897267,-0.2717423
4033,161.32,-0.01897267,-0.273409
4034,161.36,-0.01897267,-0.273409
4035,161.4,-0.01897267,-0.273409
4036,161.44,-0.01897267,-0.2750757
4037,161.48,-0.01897267,-0.273409
4038,161.52,-0.01897267,-0.2750757
4039,161.56,-0.01897267,-0.2767423
4040,161.6,-0.01897267,-0.2767423
4041,161.64,-0.02063933,-0.2767423
4042,161.68,-0.02063933,-0.278409
4043,161.72,-0.02063933,-0.2817423
4044,161.76,-0.02063933,-0.2817423
4045,161.8,-0.02063933,-0.283409
4046,161.84,-0.01897267,-0.283409
4047,161.88,-0.017306,-0.283409
4048,161.92,-0.017306,-0.283409
4049,161.96,-0.017306,-0.283409
4050,162.0,-0.017306,-0.2850757
4051,162.04,-0.01563933,-0.2850757
4052,162.08,-0.01563933,-0.2850757
4053,162.12,-0.01563933,-0.2867423
4054,162.16,-0.01563933,-0.288409
4055,162.2,-0.01563933,-0.2900757
4056,162.24,-0.01563933,-0.2917423
4057,162.28,-0.01563933,-0.2917423
4058,162.32,-0.01397267,-0.2917423
4059,162.36,-0.01397267,-0.2917423
4060,162.4,-0.01397267,-0.2917423
4061,162.44,-0.01397267,-0.2917423
4062,162.48,-0.01397267,-0.2917423
4063,162.52,-0.01397267,-0.2917423
4064,162.56,-0.01397267,-0.2917423
4065,162.6,-0.01397267,-0.293409
4066,162.64,-0.01397267,-0.293409
4067,162.68,-0.01397267,-0.293409
4068,162.72,-0.01397267,-0.293409
4069,162.76,-0.01563933,-0.2950757
4070,162.8,-0.01563933,-0.2967423
4071,162.84,-0.01563933,-0.2967423
4072,162.88,-0.01563933,-0.298409
4073,162.92,-0.01563933,-0.298409
4074,162.96,-0.01563933,-0.298409
4075,163.0,-0.01563933,-0.298409
4076,163.04,-0.01563933,-0.298409
4077,163.08,-0.01563933,-0.298409
4078,163.12,-0.01563933,-0.298409
4079,163.16,-0.017306,-0.298409
4080,163.2,-0.017306,-0.298409
4081,163.24,-0.017306,-0.298409
4082,163.28,-0.02063933,-0.298409
4083,163.32,-0.02063933,-0.298409
4084,163.36,-0.02063933,-0.298409
4085,163.4,-0.02063933,-0.3000757
4086,163.44,-0.02063933,-0.3000757
4087,163.48,-0.02063933,-0.3017423
4088,163.52,-0.022306,-0.3017423
4089,163.56,-0.022306,-0.3017423
4090,163.6,-0.022306,-0.303409
4091,163.64,-0.022306,-0.303409
4092,163.68,-0.02063933,-0.303409
4093,163.72,-0.01897267,-0.303409
4094,163.76,-0.01897267,-0.303409
4095,163.8,-0.01897267,-0.303409
4096,163.84,-0.01897267,-0.303409
4097,163.88,-0.01897267,-0.303409
4098,163.92,-0.01897267,-0.3050757
4099,163.96,-0.01897267,-0.3067423
4100,164.0,-0.01897267,-0.3100757
4101,164.04,-0.01897267,-0.3117423
4102,164.08,-0.01897267,-0.313409
4103,164.12,-0.01897267,-0.318409
4104,164.16,-0.01897267,-0.323409
4105,164.2,-0.01897267,-0.3267423
4106,164.24,-0.01897267,-0.3300757
4107,164.28,-0.01897267,-0.3317423
4108,164.32,-0.01897267,-0.333409
4109,164.36,-0.01897267,-0.333409
4110,164.4,-0.01897267,-0.3350757
4111,164.44,-0.01897267,-0.338409
4112,164.48,-0.01897267,-0.343409
4113,164.52,-0.01897267,-0.3467423
4114,164.56,-0.01897267,-0.3467423
4115,164.6,-0.01897267,-0.3500757
4116,164.64,-0.01897267,-0.3517423
4117,164.68,-0.01897267,-0.3517423
4118,164.72,-0.01897267,-0.3517423
4119,164.76,-0.01897267,-0.3517423
4120,164.8,-0.01897267,-0.3517423
4121,164.84,-0.01897267,-0.3517423
4122,164.88,-0.017306,-0.3500757
4123,164.92,-0.017306,-0.353409
4124,164.96,-0.017306,-0.3467423
4125,165.0,-0.017306,-0.3400757
4126,165.04,-0.017306,-0.3367423
4127,165.08,-0.017306,-0.3350757
4128,165.12,-0.017306,-0.333409
4129,165.16,-0.017306,-0.3267423
4130,165.2,-0.017306,-0.3250757
4131,165.24,-0.017306,-0.3217423
4132,165.28,-0.017306,-0.318409
4133,165.32,-0.017306,-0.3150757
4134,165.36,-0.017306,-0.3117423
4135,165.4,-0.017306,-0.3067423
4136,165.44,-0.017306,-0.3050757
4137,165.48,-0.017306,-0.3017423
4138,165.52,-0.01563933,-0.3017423
4139,165.56,-0.01563933,-0.3017423
4140,165.6,-0.01563933,-0.3000757
4141,165.64,-0.01397267,-0.298409
4142,165.68,-0.008972666,-0.298409
4143,165.72,-0.008972666,-0.298409
4144,165.76,-0.005639332,-0.298409
4145,165.8,-0.003972666,-0.2967423
4146,165.84,-0.002305999,-0.2967423
4147,165.88,-0.0006393323,-0.2967423
4148,165.92,-0.0006393323,-0.293409
4149,165.96,0.001027334,-0.2917423
4150,166.0,0.001027334,-0.2900757
4151,166.04,0.004360668,-0.288409
4152,166.08,0.006027334,-0.2867423
4153,166.12,0.006027334,-0.2850757
4154,166.16,0.006027334,-0.2850757
4155,166.2,0.006027334,-0.283409
4156,166.24,0.006027334,-0.2850757
4157,166.28,0.007694001,-0.283409
4158,166.32,0.007694001,-0.2817423
4159,166.36,0.007694001,-0.2817423
4160,166.4,0.009360668,-0.2817423
4161,166.44,0.009360668,-0.278409
4162,166.48,0.009360668,-0.2750757
4163,166.52,0.009360668,-0.2717423
4164,166.56,0.007694001,-0.2700757
4165,166.6,0.006027334,-0.2700757
4166,166.64,0.006027334,-0.2717423
4167,166.68,0.006027334,-0.273409
4168,166.72,0.007694001,-0.2717423
4169,166.76,0.007694001,-0.2717423
4170,166.8,0.007694001,-0.2717423
4171,166.84,0.007694001,-0.2717423
4172,166.88,0.007694001,-0.2667423
4173,166.92,0.007694001,-0.2650757
4174,166.96,0.007694001,-0.263409
4175,167.0,0.007694001,-0.2600757
4176,167.04,0.007694001,-0.2617423
4177,167.08,0.007694001,-0.258409
4178,167.12,0.007694001,-0.2567423
4179,167.16,0.006027334,-0.258409
4180,167.2,0.006027334,-0.2567423
4181,167.24,0.004360668,-0.2600757
4182,167.28,0.004360668,-0.2600757
4183,167.32,0.004360668,-0.2600757
4184,167.36,0.002694001,-0.2617423
4185,167.4,0.001027334,-0.2650757
4186,167.44,-0.0006393323,-0.2667423
4187,167.48,-0.003972666,-0.2650757
4188,167.52,-0.003972666,-0.2600757
4189,167.56,-0.005639332,-0.2567423
4190,167.6,-0.005639332,-0.2550757
4191,167.64,-0.005639332,-0.253409
4192,167.68,-0.007305999,-0.253409
4193,167.72,-0.005639332,-0.2517423
4194,167.76,-0.005639332,-0.248409
4195,167.8,-0.007305999,-0.2500757
4196,167.84,-0.008972666,-0.2500757
4197,167.88,-0.008972666,-0.2500757
4198,167.92,-0.01063933,-0.2500757
4199,167.96,-0.008972666,-0.2500757
4200,168.0,-0.01063933,-0.2500757
4201,168.04,-0.008972666,-0.2500757
4202,168.08,-0.008972666,-0.2500757
4203,168.12,-0.007305999,-0.2450757
4204,168.16,-0.007305999,-0.2367423
4205,168.2,-0.007305999,-0.2300757
4206,168.24,-0.008972666,-0.223409
4207,168.28,-0.008972666,-0.2200757
4208,168.32,-0.01063933,-0.2117423
4209,168.36,-0.01563933,-0.2067423
4210,168.4,-0.017306,-0.2017423
4211,168.44,-0.017306,-0.1900757
4212,168.48,-0.017306,-0.183409
4213,168.52,-0.01563933,-0.178409
4214,168.56,-0.017306,-0.1750757
4215,168.6,-0.017306,-0.173409
4216,168.64,-0.017306,-0.168409
4217,168.68,-0.017306,-0.1650757
4218,168.72,-0.01897267,-0.1617423
4219,168.76,-0.017306,-0.1600757
4220,168.8,-0.01897267,-0.1567423
4221,168.84,-0.02063933,-0.1550757
4222,168.88,-0.02063933,-0.1517423
4223,168.92,-0.01897267,-0.148409
4224,168.96,-0.01897267,-0.1450757
4225,169.0,-0.01897267,-0.1417423
4226,169.04,-0.01897267,-0.1400757
4227,169.08,-0.01897267,-0.138409
4228,169.12,-0.01897267,-0.1350757
4229,169.16,-0.01897267,-0.133409
4230,169.2,-0.01897267,-0.1317423
4231,169.24,-0.01897267,-0.128409
4232,169.28,-0.01897267,-0.128409
4233,169.32,-0.02063933,-0.1300757
4234,169.36,-0.02063933,-0.128409
4235,169.4,-0.01897267,-0.1267423
4236,169.44,-0.02063933,-0.1267423
4237,169.48,-0.02063933,-0.128409
4238,169.52,-0.02063933,-0.1267423
4239,169.56,-0.02063933,-0.1267423
4240,169.6,-0.022306,-0.1250757
4241,169.64,-0.022306,-0.1217423
4242,169.68,-0.022306,-0.1217423
4243,169.72,-0.022306,-0.123409
4244,169.76,-0.022306,-0.123409
4245,169.8,-0.022306,-0.1267423
4246,169.84,-0.022306,-0.1267423
4247,169.88,-0.02397267,-0.1267423
4248,169.92,-0.02397267,-0.1250757
4249,169.96,-0.02563933,-0.1267423
4250,170.0,-0.02563933,-0.1267423
4251,170.04,-0.02897267,-0.1267423
4252,170.08,-0.02897267,-0.1267423
4253,170.12,-0.03063933,-0.128409
4254,170.16,-0.03063933,-0.128409
4255,170.2,-0.03063933,-0.128409
4256,170.24,-0.03063933,-0.128409
4257,170.28,-0.03063933,-0.128409
4258,170.32,-0.032306,-0.128409
4259,170.36,-0.032306,-0.128409
4260,170.4,-0.032306,-0.1300757
4261,170.44,-0.032306,-0.1317423
4262,170.48,-0.032306,-0.1317423
4263,170.52,-0.032306,-0.1350757
4264,170.56,-0.032306,-0.1350757
4265,170.6,-0.032306,-0.1350757
4266,170.64,-0.032306,-0.133409
4267,170.68,-0.03397267,-0.133409
4268,170.72,-0.03397267,-0.1317423
4269,170.76,-0.03397267,-0.1317423
4270,170.8,-0.03397267,-0.1317423
4271,170.84,-0.03397267,-0.1317423
4272,170.88,-0.03563933,-0.1350757
4273,170.92,-0.03563933,-0.1350757
4274,170.96,-0.03563933,-0.1367423
4275,171.0,-0.03563933,-0.138409
4276,171.04,-0.03563933,-0.1417423
4277,171.08,-0.03397267,-0.1417423
4278,171.12,-0.03397267,-0.1450757
4279,171.16,-0.03397267,-0.1467423
4280,171.2,-0.03563933,-0.1467423
4281,171.24,-0.037306,-0.1467423
4282,171.28,-0.037306,-0.143409
4283,171.32,-0.037306,-0.143409
4284,171.36,-0.037306,-0.1400757
4285,171.4,-0.03897267,-0.1400757
4286,171.44,-0.04063933,-0.1417423
4287,171.48,-0.04063933,-0.1417423
4288,171.52,-0.04397267,-0.138409
4289,171.56,-0.04563933,-0.138409
4290,171.6,-0.047306,-0.138409
4291,171.64,-0.047306,-0.143409
4292,171.68,-0.047306,-0.1467423
4293,171.72,-0.047306,-0.153409
4294,171.76,-0.04897267,-0.158409
4295,171.8,-0.04897267,-0.1600757
4296,171.84,-0.05063933,-0.1600757
4297,171.88,-0.05063933,-0.1650757
4298,171.92,-0.05063933,-0.1667423
4299,171.96,-0.052306,-0.1667423
4300,172.0,-0.05397267,-0.1667423
4301,172.04,-0.05397267,-0.1667423
4302,172.08,-0.05563933,-0.168409
4303,172.12,-0.05563933,-0.1717423
4304,172.16,-0.05897267,-0.1767423
4305,172.2,-0.05897267,-0.1767423
4306,172.24,-0.06063933,-0.178409
4307,172.28,-0.06063933,-0.1817423
4308,172.32,-0.06063933,-0.1817423
4309,172.36,-0.062306,-0.183409
4310,172.4,-0.062306,-0.183409
4311,172.44,-0.06063933,-0.183409
4312,172.48,-0.06063933,-0.183409
4313,172.52,-0.057306,-0.1817423
4314,172.56,-0.057306,-0.1767423
4315,172.6,-0.05563933,-0.1700757
4316,172.64,-0.05063933,-0.1550757
4317,172.68,-0.04063933,-0.1467423
4318,172.72,-0.022306,-0.1400757
4319,172.76,-0.012306,-0.138409
4320,172.8,-0.003972666,-0.1350757
4321,172.84,0.012694,-0.1317423
4322,172.88,0.02436067,-0.128409
4323,172.92,0.04602733,-0.128409
4324,172.96,0.057694,-0.1267423
4325,173.0,0.06436067,-0.1250757
4326,173.04,0.067694,-0.1250757
4327,173.08,0.072694,-0.1250757
4328,173.12,0.08102733,-0.123409
4329,173.16,0.092694,-0.123409
4330,173.2,0.1010273,-0.1200757
4331,173.24,0.1093607,-0.1200757
4332,173.28,0.117694,-0.108409
4333,173.32,0.127694,-0.09840899
4334,173.36,0.1410273,-0.09007566
4335,173.4,0.147694,-0.08007566
4336,173.44,0.1593607,-0.07674232
4337,173.48,0.162694,-0.07340899
4338,173.52,0.1710273,-0.06674232
4339,173.56,0.1743607,-0.06340899
4340,173.6,0.1760273,-0.06007566
4341,173.64,0.1810273,-0.05507566
4342,173.68,0.1843607,-0.05507566
4343,173.72,0.1860273,-0.05174232
4344,173.76,0.192694,-0.05174232
4345,173.8,0.1993607,-0.05340899
4346,173.84,0.202694,-0.05174232
4347,173.88,0.2093607,-0.05007566
4348,173.92,0.2210273,-0.04174232
4349,173.96,0.2310273,-0.03340899
4350,174.0,0.2360273,-0.03007566
4351,174.04,0.2443607,-0.02674232
4352,174.08,0.2510273,-0.02340899
4353,174.12,0.262694,-0.02174232
4354,174.16,0.2643607,-0.02007566
4355,174.2,0.2643607,-0.01840899
4356,174.24,0.267694,-0.01507566
4357,174.28,0.272694,-0.01507566
4358,174.32,0.2793607,-0.01174232
4359,174.36,0.2843607,-0.008408989
4360,174.4,0.287694,-0.01007566
4361,174.44,0.287694,-0.003408989
4362,174.48,0.2893607,0.001591011
4363,174.52,0.297694,0.006591011
4364,174.56,0.302694,0.008257677
4365,174.6,0.3093607,0.01325768
4366,174.64,0.3160273,0.01492434
4367,174.68,0.322694,0.01659101
4368,174.72,0.3293607,0.01659101
4369,174.76,0.3343607,0.01992434
4370,174.8,0.3393607,0.02325768
4371,174.84,0.3410273,0.02325768
4372,174.88,0.3410273,0.02325768
4373,174.92,0.3460273,0.02492434
4374,174.96,0.347694,0.03159101
4375,175.0,0.347694,0.03659101
4376,175.04,0.347694,0.03825768
4377,175.08,0.347694,0.04159101
4378,175.12,0.352694,0.04325768
4379,175.16,0.352694,0.04325768
4380,175.2,0.352694,0.04492434
4381,175.24,0.352694,0.04492434
4382,175.28,0.352694,0.04492434
4383,175.32,0.352694,0.04492434
4384,175.36,0.352694,0.04492434
4385,175.4,0.3543607,0.04492434
4386,175.44,0.3543607,0.04325768
4387,175.48,0.3543607,0.04492434
4388,175.52,0.3560273,0.04492434
4389,175.56,0.3560273,0.04825768
4390,175.6,0.357694,0.04992434
4391,175.64,0.357694,0.04992434
4392,175.68,0.357694,0.04992434
4393,175.72,0.357694,0.04992434
4394,175.76,0.3593607,0.04825768
4395,175.8,0.357694,0.04992434
4396,175.84,0.3593607,0.04992434
4397,175.88,0.3593607,0.04992434
4398,175.92,0.357694,0.04992434
4399,175.96,0.3560273,0.04825768
4400,176.0,0.3560273,0.04825768
4401,176.04,0.357694,0.04492434
4402,176.08,0.357694,0.04492434
4403,176.12,0.3593607,0.04325768
4404,176.16,0.3593607,0.03825768
4405,176.2,0.3593607,0.03659101
4406,176.24,0.3593607,0.03659101
4407,176.28,0.3593607,0.03325768
4408,176.32,0.357694,0.03159101
4409,176.36,0.357694,0.02659101
4410,176.4,0.357694,0.02492434
4411,176.44,0.357694,0.02159101
4412,176.48,0.357694,0.02159101
4413,176.52,0.3560273,0.01825768
4414,176.56,0.3560273,0.01159101
4415,176.6,0.3560273,0.009924344
