@relation GOLDSTANDARD_VALENCE

@attribute frametime numeric
@attribute GoldStandardValence numeric


@data
111.48,0.06100556
111.52,0.06267222
111.56,0.06267222
111.6,0.06267222
111.64,0.06100556
111.68,0.06100556
111.72,0.05933889
111.76,0.06100556
111.8,0.06100556
111.84,0.05933889
111.88,0.05933889
111.92,0.05767222
111.96,0.05767222
112,0.05600556
112.04,0.05433889
112.08,0.05433889
112.12,0.05433889
112.16,0.05433889
112.2,0.05600556
112.24,0.05767222
112.28,0.05600556
112.32,0.05600556
112.36,0.05767222
112.4,0.05767222
112.44,0.05767222
112.48,0.05767222
112.52,0.05767222
112.56,0.05600556
112.6,0.05600556
112.64,0.05433889
112.68,0.05433889
112.72,0.05433889
112.76,0.05433889
112.8,0.05433889
112.84,0.05433889
112.88,0.05433889
112.92,0.05433889
112.96,0.05433889
113,0.05267222
113.04,0.05267222
113.08,0.05600556
113.12,0.05600556
113.16,0.05933889
113.2,0.05933889
113.24,0.06267222
113.28,0.06433889
113.32,0.06433889
113.36,0.06433889
113.4,0.06433889
113.44,0.06433889
113.48,0.06433889
113.52,0.06600556
113.56,0.06600556
113.6,0.06600556
113.64,0.06933889
113.68,0.07433889
113.72,0.07933889
113.76,0.08267222
113.8,0.08933889
113.84,0.08933889
113.88,0.08933889
113.92,0.08933889
113.96,0.08933889
114,0.08933889
114.04,0.08933889
114.08,0.08933889
114.12,0.08933889
114.16,0.08933889
114.2,0.08767222
114.24,0.08767222
114.28,0.08767222
114.32,0.08100556
114.36,0.07100556
114.4,0.06933889
114.44,0.06933889
114.48,0.06933889
114.52,0.06767222
114.56,0.06767222
114.6,0.06767222
114.64,0.06767222
114.68,0.06600556
114.72,0.06600556
114.76,0.06600556
114.8,0.06600556
114.84,0.05767222
114.88,0.05267222
114.92,0.04933889
114.96,0.04767222
115,0.04767222
115.04,0.04600556
115.08,0.04600556
115.12,0.04600556
115.16,0.04600556
115.2,0.04600556
115.24,0.04433889
115.28,0.04433889
115.32,0.04267222
115.36,0.04100556
115.4,0.03933889
115.44,0.03600556
115.48,0.03433889
115.52,0.03100556
115.56,0.02767222
115.6,0.02767222
115.64,0.02433889
115.68,0.02433889
115.72,0.02267222
115.76,0.02267222
115.8,0.02100556
115.84,0.02100556
115.88,0.02100556
115.92,0.02100556
115.96,0.02100556
116,0.02100556
116.04,0.02100556
116.08,0.02100556
116.12,0.02100556
116.16,0.02267222
116.2,0.02267222
116.24,0.02433889
116.28,0.02600556
116.32,0.02933889
116.36,0.03433889
116.4,0.03600556
116.44,0.03600556
116.48,0.03600556
116.52,0.03600556
116.56,0.03600556
116.6,0.03767222
116.64,0.03767222
116.68,0.03933889
116.72,0.03267222
116.76,0.03100556
116.8,0.02933889
116.84,0.03433889
116.88,0.03600556
116.92,0.03767222
116.96,0.03933889
117,0.04267222
117.04,0.04600556
117.08,0.04600556
117.12,0.04767222
117.16,0.04767222
117.2,0.04600556
117.24,0.04600556
117.28,0.04600556
117.32,0.04267222
117.36,0.03767222
117.4,0.03100556
117.44,0.02600556
117.48,0.02100556
117.52,0.01767222
117.56,0.01600556
117.6,0.01433889
117.64,0.01433889
117.68,0.01267222
117.72,0.009338889
117.76,0.009338889
117.8,0.009338889
117.84,0.009338889
117.88,0.01100556
117.92,0.01100556
117.96,0.01267222
118,0.01100556
118.04,0.01433889
118.08,0.01267222
118.12,0.01267222
118.16,0.01267222
118.2,0.01267222
118.24,0.01100556
118.28,0.006005556
118.32,0.001005556
118.36,-0.003994444
118.4,-0.005661111
118.44,-0.01066111
118.48,-0.01232778
118.52,-0.01566111
118.56,-0.01899444
118.6,-0.02232778
118.64,-0.02399444
118.68,-0.02566111
118.72,-0.02399444
118.76,-0.02566111
118.8,-0.02566111
118.84,-0.02232778
118.88,-0.02232778
118.92,-0.02232778
118.96,-0.02066111
119,-0.01732778
119.04,-0.01732778
119.08,-0.01566111
119.12,-0.01732778
119.16,-0.01899444
119.2,-0.02066111
119.24,-0.02399444
119.28,-0.02566111
119.32,-0.02732778
119.36,-0.02899444
119.4,-0.03066111
119.44,-0.03066111
119.48,-0.03232778
119.52,-0.03232778
119.56,-0.03232778
119.6,-0.03066111
119.64,-0.03066111
119.68,-0.03066111
119.72,-0.02899444
119.76,-0.02899444
119.8,-0.02732778
119.84,-0.02732778
119.88,-0.02732778
119.92,-0.02732778
119.96,-0.02566111
120,-0.02566111
120.04,-0.02399444
120.08,-0.02066111
120.12,-0.01732778
120.16,-0.01732778
120.2,-0.01732778
120.24,-0.01732778
120.28,-0.01732778
120.32,-0.01732778
120.36,-0.01732778
120.4,-0.01732778
120.44,-0.01566111
120.48,-0.01566111
120.52,-0.01732778
120.56,-0.01732778
120.6,-0.01732778
120.64,-0.01732778
120.68,-0.01732778
120.72,-0.01732778
120.76,-0.01899444
120.8,-0.02066111
120.84,-0.02066111
120.88,-0.02066111
120.92,-0.01899444
120.96,-0.01732778
121,-0.01899444
121.04,-0.01732778
121.08,-0.02066111
121.12,-0.02066111
121.16,-0.02399444
121.2,-0.02566111
121.24,-0.02732778
121.28,-0.03066111
121.32,-0.03232778
121.36,-0.03232778
121.4,-0.03232778
121.44,-0.03399444
121.48,-0.03232778
121.52,-0.03232778
121.56,-0.03399444
121.6,-0.03399444
121.64,-0.03399444
121.68,-0.03566111
121.72,-0.03566111
121.76,-0.03566111
121.8,-0.03732778
121.84,-0.04066111
121.88,-0.04232778
121.92,-0.04566111
121.96,-0.04566111
122,-0.04899444
122.04,-0.05232778
122.08,-0.05232778
122.12,-0.05232778
122.16,-0.05732778
122.2,-0.06066111
122.24,-0.06566111
122.28,-0.06899444
122.32,-0.06899444
122.36,-0.06899444
122.4,-0.07066111
122.44,-0.07066111
122.48,-0.07066111
122.52,-0.06899444
122.56,-0.07066111
122.6,-0.07066111
122.64,-0.07066111
122.68,-0.07066111
122.72,-0.07399444
122.76,-0.07232778
122.8,-0.07399444
122.84,-0.07732778
122.88,-0.07732778
122.92,-0.07732778
122.96,-0.07899444
123,-0.07899444
123.04,-0.07899444
123.08,-0.07899444
123.12,-0.07899444
123.16,-0.07899444
123.2,-0.07899444
123.24,-0.07899444
123.28,-0.07732778
123.32,-0.07732778
123.36,-0.07566111
123.4,-0.07566111
123.44,-0.07566111
123.48,-0.07732778
123.52,-0.07732778
123.56,-0.07899444
123.6,-0.07899444
123.64,-0.07732778
123.68,-0.07732778
123.72,-0.07566111
123.76,-0.07566111
123.8,-0.07566111
123.84,-0.07399444
123.88,-0.07399444
123.92,-0.07232778
123.96,-0.07399444
124,-0.07232778
124.04,-0.07232778
124.08,-0.07399444
124.12,-0.07566111
124.16,-0.07399444
124.2,-0.07566111
124.24,-0.07899444
124.28,-0.07732778
124.32,-0.07566111
124.36,-0.07399444
124.4,-0.07232778
124.44,-0.06566111
124.48,-0.06566111
124.52,-0.06566111
124.56,-0.06732778
124.6,-0.06399444
124.64,-0.06399444
124.68,-0.06232778
124.72,-0.06232778
124.76,-0.05899444
124.8,-0.05899444
124.84,-0.05399444
124.88,-0.04899444
124.92,-0.04399444
124.96,-0.04066111
125,-0.04066111
125.04,-0.04232778
125.08,-0.04399444
125.12,-0.04399444
125.16,-0.04399444
125.2,-0.04232778
125.24,-0.04232778
125.28,-0.04232778
125.32,-0.04066111
125.36,-0.04232778
125.4,-0.03899444
125.44,-0.03899444
125.48,-0.03899444
125.52,-0.03899444
125.56,-0.04066111
125.6,-0.04066111
125.64,-0.04066111
125.68,-0.04066111
125.72,-0.04232778
125.76,-0.04232778
125.8,-0.04399444
125.84,-0.04399444
125.88,-0.04399444
125.92,-0.04232778
125.96,-0.04232778
126,-0.04232778
126.04,-0.04066111
126.08,-0.04066111
126.12,-0.03899444
126.16,-0.03732778
126.2,-0.03732778
126.24,-0.03566111
126.28,-0.03566111
126.32,-0.03566111
126.36,-0.03566111
126.4,-0.03399444
126.44,-0.03399444
126.48,-0.03399444
126.52,-0.03399444
126.56,-0.03399444
126.6,-0.03399444
126.64,-0.03399444
126.68,-0.03399444
126.72,-0.03399444
126.76,-0.03399444
126.8,-0.03399444
126.84,-0.03232778
126.88,-0.03232778
126.92,-0.03232778
126.96,-0.03232778
127,-0.03232778
127.04,-0.03399444
127.08,-0.03566111
127.12,-0.03566111
127.16,-0.03566111
127.2,-0.03566111
127.24,-0.03566111
127.28,-0.03399444
127.32,-0.03399444
127.36,-0.03232778
127.4,-0.03232778
127.44,-0.03232778
127.48,-0.03232778
127.52,-0.03232778
127.56,-0.03232778
127.6,-0.03232778
127.64,-0.03399444
127.68,-0.03399444
127.72,-0.03566111
127.76,-0.03566111
127.8,-0.03732778
127.84,-0.03899444
127.88,-0.03899444
127.92,-0.04066111
127.96,-0.04066111
128,-0.04232778
128.04,-0.04232778
128.08,-0.04399444
128.12,-0.04566111
128.16,-0.05066111
128.2,-0.05066111
128.24,-0.05232778
128.28,-0.05232778
128.32,-0.05232778
128.36,-0.05399444
128.4,-0.05399444
128.44,-0.05399444
128.48,-0.05399444
128.52,-0.05732778
128.56,-0.05732778
128.6,-0.05899444
128.64,-0.06066111
128.68,-0.06066111
128.72,-0.06066111
128.76,-0.06066111
128.8,-0.06232778
128.84,-0.06232778
128.88,-0.06232778
128.92,-0.06232778
128.96,-0.06232778
129,-0.06232778
129.04,-0.06399444
129.08,-0.06399444
129.12,-0.06399444
129.16,-0.06566111
129.2,-0.06566111
129.24,-0.06399444
129.28,-0.06232778
129.32,-0.05899444
129.36,-0.05732778
129.4,-0.05566111
129.44,-0.05566111
129.48,-0.05566111
129.52,-0.05399444
129.56,-0.05066111
129.6,-0.05066111
129.64,-0.05066111
129.68,-0.05066111
129.72,-0.05066111
129.76,-0.04732778
129.8,-0.03732778
129.84,-0.03232778
129.88,-0.03066111
129.92,-0.02732778
129.96,-0.02732778
130,-0.02566111
130.04,-0.02566111
130.08,-0.02566111
130.12,-0.02566111
130.16,-0.02399444
130.2,-0.02566111
130.24,-0.02732778
130.28,-0.02899444
130.32,-0.02899444
130.36,-0.03066111
130.4,-0.02899444
130.44,-0.01899444
130.48,-0.01399444
130.52,-0.01399444
130.56,-0.01066111
130.6,-0.008994444
130.64,-0.01066111
130.68,-0.01399444
130.72,-0.01566111
130.76,-0.01566111
130.8,-0.01566111
130.84,-0.01566111
130.88,-0.01566111
130.92,-0.01566111
130.96,-0.01399444
131,-0.01399444
131.04,-0.01399444
131.08,-0.01232778
131.12,-0.01066111
131.16,-0.008994444
131.2,-0.008994444
131.24,-0.008994444
131.28,-0.008994444
131.32,-0.008994444
131.36,-0.007327777
131.4,-0.007327777
131.44,-0.008994444
131.48,-0.008994444
131.52,-0.01066111
131.56,-0.01066111
131.6,-0.01066111
131.64,-0.01066111
131.68,-0.01066111
131.72,-0.01066111
131.76,-0.01066111
131.8,-0.01066111
131.84,-0.01066111
131.88,-0.01232778
131.92,-0.01232778
131.96,-0.01232778
132,-0.01232778
132.04,-0.01399444
132.08,-0.01399444
132.12,-0.01566111
132.16,-0.01566111
132.2,-0.01732778
132.24,-0.01732778
132.28,-0.01732778
132.32,-0.01899444
132.36,-0.01899444
132.4,-0.01899444
132.44,-0.01899444
132.48,-0.02066111
132.52,-0.02399444
132.56,-0.02566111
132.6,-0.02732778
132.64,-0.02732778
132.68,-0.02732778
132.72,-0.02732778
132.76,-0.02732778
132.8,-0.02732778
132.84,-0.02732778
132.88,-0.02899444
132.92,-0.02899444
132.96,-0.02899444
133,-0.02899444
133.04,-0.02899444
133.08,-0.02899444
133.12,-0.02899444
133.16,-0.02899444
133.2,-0.02899444
133.24,-0.02899444
133.28,-0.02899444
133.32,-0.02899444
133.36,-0.02732778
133.4,-0.02732778
133.44,-0.02732778
133.48,-0.02732778
133.52,-0.02899444
133.56,-0.02899444
133.6,-0.02899444
133.64,-0.03066111
133.68,-0.03066111
133.72,-0.03066111
133.76,-0.03232778
133.8,-0.03232778
133.84,-0.03066111
133.88,-0.03066111
133.92,-0.03066111
133.96,-0.03066111
134,-0.03066111
134.04,-0.02899444
134.08,-0.02732778
134.12,-0.02399444
134.16,-0.02232778
134.2,-0.01899444
134.24,-0.01732778
134.28,-0.01399444
134.32,-0.01399444
134.36,-0.01066111
134.4,-0.007327777
134.44,-0.008994444
134.48,-0.007327777
134.52,-0.005661111
134.56,-0.003994444
134.6,-0.003994444
134.64,-0.003994444
134.68,-0.002327777
134.72,-0.002327777
134.76,-0.0006611106
134.8,-0.0006611106
134.84,-0.0006611106
134.88,-0.0006611106
134.92,0.001005556
134.96,0.001005556
135,0.001005556
135.04,0.001005556
135.08,0.002672223
135.12,0.002672223
135.16,0.002672223
135.2,0.002672223
135.24,0.002672223
135.28,0.002672223
135.32,0.002672223
135.36,0.002672223
135.4,0.002672223
135.44,0.002672223
135.48,0.004338889
135.52,0.004338889
135.56,0.004338889
135.6,0.004338889
135.64,0.004338889
135.68,0.006005556
135.72,0.006005556
135.76,0.007672223
135.8,0.007672223
135.84,0.01100556
135.88,0.01100556
135.92,0.01100556
135.96,0.01100556
136,0.01100556
136.04,0.01100556
136.08,0.01100556
136.12,0.01100556
136.16,0.01100556
136.2,0.01100556
136.24,0.01100556
136.28,0.01100556
136.32,0.01100556
136.36,0.01267222
136.4,0.01433889
136.44,0.01267222
136.48,0.01267222
136.52,0.01267222
136.56,0.01433889
136.6,0.01433889
136.64,0.01267222
136.68,0.01267222
136.72,0.01100556
136.76,0.01100556
136.8,0.01100556
136.84,0.007672223
136.88,0.006005556
136.92,0.004338889
136.96,-0.002327777
137,-0.005661111
137.04,-0.005661111
137.08,-0.007327777
137.12,-0.007327777
137.16,-0.005661111
137.2,-0.007327777
137.24,-0.007327777
137.28,-0.008994444
137.32,-0.008994444
137.36,-0.007327777
137.4,-0.005661111
137.44,-0.005661111
137.48,-0.003994444
137.52,-0.003994444
137.56,-0.002327777
137.6,-0.0006611106
137.64,-0.0006611106
137.68,0.001005556
137.72,0.004338889
137.76,0.006005556
137.8,0.006005556
137.84,0.007672223
137.88,0.01267222
137.92,0.01600556
137.96,0.01600556
138,0.01767222
138.04,0.01767222
138.08,0.01767222
138.12,0.01933889
138.16,0.01933889
138.2,0.01933889
138.24,0.01933889
138.28,0.01933889
138.32,0.01933889
138.36,0.01933889
138.4,0.01933889
138.44,0.01933889
138.48,0.01933889
138.52,0.02267222
138.56,0.02433889
138.6,0.02600556
138.64,0.02933889
138.68,0.03267222
138.72,0.03433889
138.76,0.03600556
138.8,0.03767222
138.84,0.03767222
138.88,0.03933889
138.92,0.03767222
138.96,0.03767222
139,0.03767222
139.04,0.03767222
139.08,0.03767222
139.12,0.03767222
139.16,0.03767222
139.2,0.03767222
139.24,0.03767222
139.28,0.03767222
139.32,0.03767222
139.36,0.03767222
139.4,0.03767222
139.44,0.03767222
139.48,0.03767222
139.52,0.04100556
139.56,0.04267222
139.6,0.04433889
139.64,0.04600556
139.68,0.04767222
139.72,0.04767222
139.76,0.04767222
139.8,0.04767222
139.84,0.04767222
139.88,0.04767222
139.92,0.04767222
139.96,0.04767222
140,0.04767222
140.04,0.04767222
140.08,0.04767222
140.12,0.04767222
140.16,0.04767222
140.2,0.04767222
140.24,0.04767222
140.28,0.04767222
140.32,0.04767222
140.36,0.04767222
140.4,0.04767222
140.44,0.05100556
140.48,0.05100556
140.52,0.05267222
140.56,0.05267222
140.6,0.05433889
140.64,0.05433889
140.68,0.05433889
140.72,0.05433889
140.76,0.05267222
140.8,0.05100556
140.84,0.04767222
140.88,0.04100556
140.92,0.03933889
140.96,0.03767222
141,0.03767222
141.04,0.03767222
141.08,0.03767222
141.12,0.03767222
141.16,0.03933889
141.2,0.03933889
141.24,0.03767222
141.28,0.03600556
141.32,0.03600556
141.36,0.02600556
141.4,0.01267222
141.44,0.009338889
141.48,0.009338889
141.52,0.007672223
141.56,0.007672223
141.6,0.006005556
141.64,0.004338889
141.68,0.001005556
141.72,-0.002327777
141.76,-0.008994444
141.8,-0.01399444
141.84,-0.01732778
141.88,-0.02399444
141.92,-0.02899444
141.96,-0.03232778
142,-0.03566111
142.04,-0.03566111
142.08,-0.03566111
142.12,-0.03732778
142.16,-0.03732778
142.2,-0.03732778
142.24,-0.03899444
142.28,-0.03899444
142.32,-0.04066111
142.36,-0.04066111
142.4,-0.04066111
142.44,-0.04232778
142.48,-0.04399444
142.52,-0.04399444
142.56,-0.04399444
142.6,-0.04566111
142.64,-0.04732778
142.68,-0.04732778
142.72,-0.05066111
142.76,-0.05066111
142.8,-0.05066111
142.84,-0.05066111
142.88,-0.05066111
142.92,-0.05066111
142.96,-0.05066111
143,-0.05066111
143.04,-0.05066111
143.08,-0.05066111
143.12,-0.05066111
143.16,-0.05066111
143.2,-0.05066111
143.24,-0.05066111
143.28,-0.05066111
143.32,-0.05066111
143.36,-0.04899444
143.4,-0.04899444
143.44,-0.05066111
143.48,-0.05066111
143.52,-0.05066111
143.56,-0.05066111
143.6,-0.05066111
143.64,-0.05066111
143.68,-0.05066111
143.72,-0.05066111
143.76,-0.05066111
143.8,-0.05066111
143.84,-0.05066111
143.88,-0.05066111
143.92,-0.05066111
143.96,-0.05232778
144,-0.05232778
144.04,-0.05399444
144.08,-0.05566111
144.12,-0.05566111
144.16,-0.05566111
144.2,-0.05566111
144.24,-0.05566111
144.28,-0.05566111
144.32,-0.05566111
144.36,-0.05566111
144.4,-0.05566111
144.44,-0.05566111
144.48,-0.05566111
144.52,-0.05566111
144.56,-0.05566111
144.6,-0.05566111
144.64,-0.05566111
144.68,-0.05566111
144.72,-0.05566111
144.76,-0.05566111
144.8,-0.05566111
144.84,-0.05566111
144.88,-0.05566111
144.92,-0.05566111
144.96,-0.05566111
145,-0.05566111
145.04,-0.05566111
145.08,-0.05566111
145.12,-0.05566111
145.16,-0.05566111
145.2,-0.05566111
145.24,-0.05566111
145.28,-0.05566111
145.32,-0.05399444
145.36,-0.05066111
145.4,-0.04732778
145.44,-0.04566111
145.48,-0.04566111
145.52,-0.04566111
145.56,-0.04566111
145.6,-0.04566111
145.64,-0.04566111
145.68,-0.04732778
145.72,-0.04732778
145.76,-0.04732778
145.8,-0.04732778
145.84,-0.04732778
145.88,-0.04732778
145.92,-0.04732778
145.96,-0.04732778
146,-0.04732778
146.04,-0.04732778
146.08,-0.04732778
146.12,-0.04732778
146.16,-0.04566111
146.2,-0.04566111
146.24,-0.04399444
146.28,-0.04399444
146.32,-0.04066111
146.36,-0.03899444
146.4,-0.03732778
146.44,-0.03732778
146.48,-0.03566111
146.52,-0.03566111
146.56,-0.03566111
146.6,-0.03566111
146.64,-0.03566111
146.68,-0.03566111
146.72,-0.03566111
146.76,-0.03566111
146.8,-0.03566111
146.84,-0.03566111
146.88,-0.03566111
146.92,-0.03566111
146.96,-0.03566111
147,-0.03566111
147.04,-0.03066111
147.08,-0.02732778
147.12,-0.02232778
147.16,-0.02066111
147.2,-0.02232778
147.24,-0.02232778
147.28,-0.02232778
147.32,-0.02399444
147.36,-0.02399444
147.4,-0.02399444
147.44,-0.02399444
147.48,-0.02232778
147.52,-0.02232778
147.56,-0.02232778
147.6,-0.02232778
147.64,-0.02399444
147.68,-0.02399444
147.72,-0.02399444
147.76,-0.02566111
147.8,-0.02566111
147.84,-0.02566111
147.88,-0.02566111
147.92,-0.02732778
147.96,-0.02732778
148,-0.02732778
148.04,-0.02566111
148.08,-0.02732778
148.12,-0.02566111
148.16,-0.02566111
148.2,-0.02566111
148.24,-0.02566111
148.28,-0.02566111
148.32,-0.02566111
148.36,-0.02566111
148.4,-0.02399444
148.44,-0.02399444
148.48,-0.02399444
148.52,-0.02566111
148.56,-0.02566111
148.6,-0.02566111
148.64,-0.02732778
148.68,-0.03232778
148.72,-0.03732778
148.76,-0.04066111
148.8,-0.04066111
148.84,-0.04066111
148.88,-0.04066111
148.92,-0.04066111
148.96,-0.04066111
149,-0.04066111
149.04,-0.03899444
149.08,-0.03899444
149.12,-0.03899444
149.16,-0.03899444
149.2,-0.04066111
149.24,-0.04066111
149.28,-0.04066111
149.32,-0.04066111
149.36,-0.03732778
149.4,-0.03899444
149.44,-0.03732778
149.48,-0.03732778
149.52,-0.03732778
149.56,-0.03732778
149.6,-0.03732778
149.64,-0.03732778
149.68,-0.04399444
149.72,-0.04732778
149.76,-0.04732778
149.8,-0.04732778
149.84,-0.04899444
149.88,-0.04899444
149.92,-0.04899444
149.96,-0.04899444
150,-0.05066111
150.04,-0.05066111
150.08,-0.05232778
150.12,-0.05399444
150.16,-0.05566111
150.2,-0.05566111
150.24,-0.05566111
150.28,-0.05232778
150.32,-0.04899444
150.36,-0.04899444
150.4,-0.04732778
150.44,-0.04732778
150.48,-0.04566111
150.52,-0.04566111
150.56,-0.04399444
150.6,-0.04399444
150.64,-0.04232778
150.68,-0.04232778
150.72,-0.04232778
150.76,-0.03899444
150.8,-0.03899444
150.84,-0.03899444
150.88,-0.03566111
150.92,-0.03399444
150.96,-0.02232778
151,-0.01399444
151.04,-0.01066111
151.08,-0.01066111
151.12,-0.007327777
151.16,-0.005661111
151.2,-0.005661111
151.24,-0.003994444
151.28,-0.003994444
151.32,-0.003994444
151.36,-0.003994444
151.4,0.001005556
151.44,0.006005556
151.48,0.01100556
151.52,0.01267222
151.56,0.01100556
151.6,0.007672223
151.64,0.007672223
151.68,0.004338889
151.72,0.006005556
151.76,0.002672223
151.8,0.002672223
151.84,0.004338889
151.88,0.002672223
151.92,0.001005556
151.96,0.001005556
152,0.001005556
152.04,-0.0006611106
152.08,-0.0006611106
152.12,-0.002327777
152.16,-0.003994444
152.2,-0.003994444
152.24,-0.005661111
152.28,-0.005661111
152.32,-0.005661111
152.36,-0.007327777
152.4,-0.008994444
152.44,-0.01066111
152.48,-0.01066111
152.52,-0.008994444
152.56,-0.005661111
152.6,-0.005661111
152.64,-0.003994444
152.68,-0.003994444
152.72,-0.005661111
152.76,-0.005661111
152.8,-0.003994444
152.84,-0.003994444
152.88,-0.003994444
152.92,-0.003994444
152.96,-0.003994444
153,-0.003994444
153.04,-0.002327777
153.08,-0.002327777
153.12,-0.002327777
153.16,-0.002327777
153.2,-0.002327777
153.24,-0.002327777
153.28,-0.002327777
153.32,-0.002327777
153.36,-0.002327777
153.4,-0.002327777
153.44,-0.003994444
153.48,-0.003994444
153.52,-0.003994444
153.56,-0.003994444
153.6,-0.003994444
153.64,-0.002327777
153.68,-0.0006611106
153.72,0.002672223
153.76,0.002672223
153.8,0.004338889
153.84,0.004338889
153.88,0.004338889
153.92,0.004338889
153.96,0.004338889
154,0.004338889
154.04,0.004338889
154.08,0.004338889
154.12,-0.003994444
154.16,-0.008994444
154.2,-0.01232778
154.24,-0.01399444
154.28,-0.01399444
154.32,-0.01399444
154.36,-0.01399444
154.4,-0.01399444
154.44,-0.01399444
154.48,-0.01399444
154.52,-0.01399444
154.56,-0.01399444
154.6,-0.01399444
154.64,-0.01399444
154.68,-0.01899444
154.72,-0.02232778
154.76,-0.02399444
154.8,-0.02399444
154.84,-0.02399444
154.88,-0.02399444
154.92,-0.02399444
154.96,-0.02399444
155,-0.02399444
155.04,-0.02399444
155.08,-0.02399444
155.12,-0.02399444
155.16,-0.02399444
155.2,-0.02399444
155.24,-0.02399444
155.28,-0.02399444
155.32,-0.02232778
155.36,-0.02066111
155.4,-0.02066111
155.44,-0.02066111
155.48,-0.02066111
155.52,-0.02066111
155.56,-0.02066111
155.6,-0.01899444
155.64,-0.01899444
155.68,-0.01899444
155.72,-0.01899444
155.76,-0.01732778
155.8,-0.01399444
155.84,-0.01232778
155.88,-0.01232778
155.92,-0.01066111
155.96,-0.01066111
156,-0.01066111
156.04,-0.01066111
156.08,-0.008994444
156.12,-0.008994444
156.16,-0.008994444
156.2,-0.01066111
156.24,-0.01066111
156.28,-0.01232778
156.32,-0.01232778
156.36,-0.01232778
156.4,-0.01232778
156.44,-0.01232778
156.48,-0.01232778
156.52,-0.01232778
156.56,-0.01232778
156.6,-0.01066111
156.64,-0.008994444
156.68,-0.008994444
156.72,-0.007327777
156.76,-0.005661111
156.8,-0.005661111
156.84,-0.005661111
156.88,-0.005661111
156.92,-0.005661111
156.96,-0.005661111
157,-0.005661111
157.04,-0.005661111
157.08,-0.005661111
157.12,-0.005661111
157.16,-0.005661111
157.2,-0.005661111
157.24,-0.005661111
157.28,-0.005661111
157.32,-0.005661111
157.36,-0.005661111
157.4,-0.002327777
157.44,0.001005556
157.48,0.002672223
157.52,0.002672223
157.56,0.002672223
157.6,0.002672223
157.64,0.002672223
157.68,0.002672223
157.72,0.002672223
157.76,0.001005556
157.8,-0.0006611106
157.84,-0.002327777
157.88,-0.003994444
157.92,-0.002327777
157.96,-0.0006611106
158,0.001005556
158.04,0.002672223
158.08,0.002672223
158.12,0.004338889
158.16,0.006005556
158.2,0.006005556
158.24,0.006005556
158.28,0.006005556
158.32,0.006005556
158.36,0.006005556
158.4,0.004338889
158.44,0.007672223
158.48,0.01100556
158.52,0.01267222
158.56,0.01433889
158.6,0.01433889
158.64,0.01433889
158.68,0.01433889
158.72,0.01433889
158.76,0.01433889
158.8,0.01433889
158.84,0.01433889
158.88,0.01433889
158.92,0.01600556
158.96,0.01600556
159,0.01767222
159.04,0.01933889
159.08,0.02100556
159.12,0.02600556
159.16,0.02933889
159.2,0.03100556
159.24,0.03433889
159.28,0.03600556
159.32,0.03767222
159.36,0.03767222
159.4,0.03767222
159.44,0.03767222
159.48,0.03767222
159.52,0.03767222
159.56,0.03767222
159.6,0.03767222
159.64,0.03767222
159.68,0.03767222
159.72,0.03767222
159.76,0.03933889
159.8,0.03933889
159.84,0.03933889
159.88,0.03933889
159.92,0.03933889
159.96,0.03933889
160,0.03933889
160.04,0.03933889
160.08,0.03933889
160.12,0.03933889
160.16,0.03933889
160.2,0.03933889
160.24,0.03767222
160.28,0.03767222
160.32,0.03767222
160.36,0.03767222
160.4,0.03767222
160.44,0.03767222
160.48,0.03600556
160.52,0.03600556
160.56,0.03433889
160.6,0.02933889
160.64,0.02767222
160.68,0.02600556
160.72,0.02267222
160.76,0.02100556
160.8,0.01767222
160.84,0.01600556
160.88,0.01433889
160.92,0.01100556
160.96,0.01100556
161,0.01100556
161.04,0.009338889
161.08,0.009338889
161.12,0.009338889
161.16,0.01100556
161.2,0.01267222
161.24,0.01767222
161.28,0.02267222
161.32,0.02600556
161.36,0.02600556
161.4,0.02600556
161.44,0.02600556
161.48,0.02600556
161.52,0.02600556
161.56,0.02600556
161.6,0.02600556
161.64,0.02600556
161.68,0.03600556
161.72,0.04100556
161.76,0.04433889
161.8,0.04767222
161.84,0.05100556
161.88,0.05267222
161.92,0.05267222
161.96,0.05267222
162,0.05267222
162.04,0.05600556
162.08,0.05767222
162.12,0.05767222
162.16,0.05767222
162.2,0.05933889
162.24,0.06100556
162.28,0.06433889
162.32,0.06433889
162.36,0.06433889
162.4,0.06600556
162.44,0.06600556
162.48,0.06600556
162.52,0.06600556
162.56,0.06767222
162.6,0.06933889
162.64,0.06933889
162.68,0.06933889
162.72,0.06933889
162.76,0.06933889
162.8,0.06933889
162.84,0.06933889
162.88,0.07100556
162.92,0.07100556
162.96,0.07100556
163,0.07100556
163.04,0.07100556
163.08,0.07100556
163.12,0.07100556
163.16,0.07100556
163.2,0.06767222
163.24,0.06433889
163.28,0.06100556
163.32,0.05933889
163.36,0.05433889
163.4,0.05433889
163.44,0.05267222
163.48,0.05267222
163.52,0.05267222
163.56,0.05267222
163.6,0.05100556
163.64,0.05100556
163.68,0.05100556
163.72,0.05100556
163.76,0.05100556
163.8,0.05100556
163.84,0.05100556
163.88,0.05100556
163.92,0.05100556
163.96,0.05100556
164,0.05100556
164.04,0.05100556
164.08,0.05100556
164.12,0.05100556
164.16,0.05100556
164.2,0.05100556
164.24,0.05100556
164.28,0.05100556
164.32,0.04933889
164.36,0.04767222
164.4,0.04600556
