@relation AU_intensity_openFACE_mean_stddev

@attribute frametime numeric
@attribute AU01_r_mean numeric
@attribute AU02_r_mean numeric
@attribute AU04_r_mean numeric
@attribute AU05_r_mean numeric
@attribute AU06_r_mean numeric
@attribute AU07_r_mean numeric
@attribute AU09_r_mean numeric
@attribute AU10_r_mean numeric
@attribute AU12_r_mean numeric
@attribute AU14_r_mean numeric
@attribute AU15_r_mean numeric
@attribute AU17_r_mean numeric
@attribute AU20_r_mean numeric
@attribute AU23_r_mean numeric
@attribute AU25_r_mean numeric
@attribute AU26_r_mean numeric
@attribute AU45_r_mean numeric
@attribute AU01_r_std numeric
@attribute AU02_r_std numeric
@attribute AU04_r_std numeric
@attribute AU05_r_std numeric
@attribute AU06_r_std numeric
@attribute AU07_r_std numeric
@attribute AU09_r_std numeric
@attribute AU10_r_std numeric
@attribute AU12_r_std numeric
@attribute AU14_r_std numeric
@attribute AU15_r_std numeric
@attribute AU17_r_std numeric
@attribute AU20_r_std numeric
@attribute AU23_r_std numeric
@attribute AU25_r_std numeric
@attribute AU26_r_std numeric
@attribute AU45_r_std numeric


@data
152.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
153.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
154,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
154.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
154.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
155.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
155.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
156,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
156.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
156.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
157.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
157.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
158,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
158.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
158.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
159.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
159.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
160,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
160.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
160.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
161.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
161.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
162,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
162.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
162.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
163.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
163.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
164,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
164.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
164.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
165.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
165.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
166,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
166.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
166.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
167.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
167.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
168,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
168.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
168.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
169.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
169.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
170,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
170.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.2,0.2606375,0,0,0,0.1373765,0.2490828,0,0.110793,0.03546309,0.1068627,0.09210263,0.1107641,0.009043115,0,0.2386773,0.1989933,0,0.6159587,0,0,0,0.3114594,0.5670859,0,0.2486569,0.09393351,0.2363447,0.2365024,0.2903877,0.03662024,0,0.5526796,0.4555751,0
171.6,0.881892,0,0,0,0.3962945,0.7173528,0,0.1336632,0.1840396,0.1398437,0.3528883,0.4371963,0.1745084,0,0.4415526,0.4234511,0,1.086884,0,0,0,0.4769815,0.8652161,0,0.2331388,0.2448281,0.2138773,0.4561369,0.5670371,0.2809875,0,0.6092203,0.5170326,0
172,1.196388,0,0,0,0.5411179,0.9423774,0,0.1908624,0.2613007,0.2118822,0.5365726,0.5495412,0.3187491,0,0.3819235,0.4522322,0.004345674,1.112501,0,0,0,0.496995,0.8621978,0,0.2461859,0.2582682,0.2397585,0.5243254,0.5380433,0.3632179,0,0.544519,0.460069,0.009809232
172.4,1.335913,0,0,0,0.6626562,1.098049,0,0.2367028,0.3250751,0.2993726,0.6136842,0.6432072,0.4333979,0,0.3121683,0.4656164,0.01136271,1.043102,0,0,0,0.5143105,0.8413968,0,0.2414522,0.2689629,0.2913232,0.5056211,0.5262004,0.416295,0,0.5107455,0.4152948,0.01953169
172.8,1.407871,0,0,0,0.7474985,1.203937,0,0.2861661,0.3738042,0.3341644,0.7053173,0.7439401,0.4646653,0,0.2656167,0.4806361,0.01387729,0.9708128,0,0,0,0.5109254,0.8089176,0,0.2506321,0.2714635,0.2899516,0.5138944,0.5412474,0.3910185,0,0.4801481,0.3822465,0.02003934
173.2,1.436558,0,0,0,0.8051601,1.26915,0,0.3104006,0.3891581,0.3338778,0.7809027,0.8144946,0.4846865,0,0.2325239,0.4727181,0.01224807,0.9040571,0,0,0,0.4963879,0.7700038,0,0.2496981,0.255421,0.2694497,0.5175824,0.5337241,0.3692109,0,0.4535103,0.3560284,0.01910347
173.6,1.599178,0,0,0,0.9275394,1.422688,0,0.3509003,0.4230413,0.3883471,0.9230102,0.950279,0.5858865,0,0.23299,0.526571,0.01192145,0.7414809,0,0,0,0.406513,0.6194536,0,0.2231377,0.2174769,0.2430942,0.4498776,0.4535914,0.3413052,0,0.4462515,0.3132067,0.01894797
174,1.714858,0,0.006914221,0,1.097129,1.67545,0.003594537,0.4276453,0.4688467,0.4751706,1.118307,1.142339,0.691358,0,0.2375123,0.5957218,0.01192145,0.5270878,0,0.0198105,0,0.1966439,0.2960108,0.013209,0.1862481,0.1513032,0.2057404,0.2999252,0.2958117,0.2583893,0,0.4443608,0.2452264,0.01894797
174.4,1.552552,0,0.02011627,0,1.16794,1.750847,0.008707863,0.4528794,0.4699151,0.5099683,1.189675,1.242336,0.7894157,0.001204788,0.08026551,0.5288423,0.01192145,0.6211728,0,0.04036441,0,0.1464509,0.2358431,0.02219688,0.1788126,0.1246682,0.1850228,0.204995,0.2730324,0.1718973,0.005885412,0.1490057,0.1548387,0.01894797
174.8,1.392787,0,0.02704195,0,1.206817,1.762097,0.009604261,0.5059919,0.4599423,0.5302997,1.207788,1.29148,0.7855752,0.002192206,0.040549,0.4784013,0.01195119,0.6100029,0,0.04679273,0,0.1202426,0.2461016,0.02313957,0.1390617,0.1312412,0.1800997,0.2082645,0.2781868,0.1841533,0.007793612,0.06395697,0.1259068,0.01961806
175.2,1.10479,0,0.058102,0,1.175873,1.659093,0.02844817,0.6162628,0.4840156,0.6876563,1.14429,1.306769,0.6964867,0.09075061,0.04670561,0.4296092,0.2821737,0.6392986,0,0.09577953,0,0.1748011,0.3837189,0.1138158,0.2792634,0.1694095,0.4453967,0.3364077,0.362723,0.2396968,0.3722343,0.06753242,0.1833748,0.6917524
175.6,0.9184526,0.03747781,0.06272339,0.01848854,1.069552,1.437289,0.04940614,0.5937378,0.4602926,0.6316505,1.00674,1.160497,0.6267071,0.1253227,0.05968905,0.3803012,0.3063685,0.6543952,0.1643574,0.09530437,0.1008812,0.3390095,0.6509906,0.1622492,0.3138533,0.2411805,0.476588,0.4991117,0.575399,0.3102815,0.4178598,0.1049367,0.2207457,0.7033164
176,1.254463,0.3043018,0.1175826,0.1002964,1.118807,1.188921,0.04940614,0.6280411,0.66973,0.7119622,0.8651242,0.9698517,0.6944901,0.1253227,0.1703993,0.5211805,0.3037597,1.270537,0.6598291,0.147181,0.2585308,0.3719015,0.806324,0.1622492,0.3282785,0.5971368,0.468405,0.5286872,0.6928023,0.3364113,0.4178598,0.2970134,0.4494945,0.7044021
176.4,1.51979,0.5298563,0.2109668,0.1239718,1.153172,0.9980973,0.04940614,0.6734568,0.8668447,0.7638558,0.781655,0.7983676,0.7259991,0.1253227,0.3445141,0.6573262,0.3037597,1.495258,0.7764115,0.2324496,0.2565405,0.3863641,0.8404616,0.1622492,0.3013622,0.7031845,0.4497405,0.5241341,0.7561764,0.3492094,0.4178598,0.4770703,0.5423431,0.7044021
176.8,1.838215,0.7240023,0.2921427,0.1825239,1.193533,0.7815958,0.04838403,0.6934447,1.090324,0.7727633,0.6396426,0.6156577,0.7311462,0.1253227,0.5568979,0.7951195,0.3037597,1.632446,0.7862841,0.2511594,0.2799142,0.3901129,0.8713111,0.1623924,0.2890528,0.7203494,0.4451826,0.4731351,0.7764116,0.3488714,0.4178598,0.5924155,0.5805991,0.7044021
177.2,2.27977,0.9527504,0.3720422,0.2244371,1.197364,0.4662908,0.04025556,0.6937251,1.309999,0.8035194,0.4915565,0.3778233,0.7314922,0.1253227,0.7587448,0.9026824,0.3037597,1.616218,0.773753,0.2615564,0.2753283,0.3928366,0.6777892,0.1628898,0.2898257,0.7034862,0.4444027,0.3914465,0.6682476,0.3460088,0.4178598,0.6166802,0.5990684,0.7044021
177.6,2.646151,1.145231,0.4341791,0.2607885,1.194483,0.3257941,0.03759066,0.6982454,1.463423,0.8335435,0.4166012,0.2254443,0.7613925,0.1171054,0.8185379,1.000876,0.2868842,1.561361,0.7410587,0.2575094,0.2747825,0.3815428,0.485399,0.1585968,0.2836113,0.6421567,0.427414,0.304065,0.5130021,0.3551735,0.4072684,0.5597803,0.5761447,0.6878502
178,2.991087,1.234288,0.4863029,0.2628392,1.234055,0.2296227,0.03608704,0.6625721,1.595678,0.7901441,0.3887627,0.1033912,0.8308762,0.1105787,0.8473805,1.094468,0.146207,1.368486,0.6348231,0.2501727,0.2657886,0.3581148,0.2954245,0.1555257,0.2496281,0.5448573,0.4059447,0.2145362,0.2342263,0.3591526,0.3999856,0.519048,0.5138712,0.4750705
178.4,3.479195,1.371394,0.5324417,0.2724178,1.323555,0.1882944,0,0.6418454,1.767875,0.7010545,0.4301458,0.07391218,0.9471757,0,0.8981865,1.238247,0,0.7071419,0.4318015,0.2020393,0.2590852,0.2237352,0.2008064,0,0.1380182,0.3129285,0.2040279,0.2171799,0.09792084,0.1856806,0,0.4543946,0.2894497,0
178.8,3.684929,1.458737,0.5481598,0.2109431,1.309596,0.1952972,0,0.6429483,1.83561,0.7047363,0.5064945,0.1092041,0.9887785,0,0.8263378,1.342858,0,0.301915,0.3801056,0.1735078,0.1916838,0.1351386,0.1997735,0,0.09212992,0.07385436,0.1676657,0.1695343,0.1235486,0.1340421,0,0.5039176,0.2127965,0
179.2,3.726739,1.539743,0.520045,0.2369217,1.273666,0.1841885,0,0.6284426,1.83792,0.6825277,0.4805539,0.108437,0.9942986,0,0.7401697,1.372211,0,0.3257941,0.4936792,0.1739687,0.2130413,0.1420598,0.1922369,0,0.07515873,0.0705441,0.1590944,0.1609188,0.1253968,0.1411983,0,0.5232523,0.2361693,0
179.6,3.855403,1.67249,0.487321,0.2475693,1.280319,0.1862849,0,0.6587069,1.87249,0.6832928,0.4971575,0.1191237,1.031327,0,0.6393593,1.393486,0,0.3029963,0.5468212,0.1947763,0.2176882,0.1477961,0.1903638,0,0.0939881,0.08409847,0.1592765,0.1623935,0.1200296,0.1471146,0,0.4599781,0.2459369,0
180,3.9051,1.78884,0.4615767,0.1994159,1.277498,0.1965748,0,0.6757241,1.873165,0.6824813,0.5256038,0.1319688,1.097047,0,0.5641511,1.40964,0,0.2771285,0.5582957,0.1947615,0.2092055,0.1438278,0.1837634,0,0.09768973,0.08432298,0.1445843,0.1521033,0.1121664,0.1761326,0,0.3636892,0.2427962,0
180.4,3.867132,1.807562,0.4030102,0.1787635,1.311118,0.2123961,0,0.6800116,1.889345,0.6842782,0.4937174,0.1570506,1.109131,0,0.5122586,1.342919,0,0.3217483,0.5776901,0.1759887,0.1850851,0.1680992,0.1809705,0,0.08782783,0.09609276,0.1490379,0.2087173,0.1142668,0.165207,0,0.291873,0.3282731,0
180.8,3.883264,1.93658,0.3740926,0.2128507,1.33844,0.1639138,0,0.685615,1.926318,0.7416126,0.4264978,0.1523427,1.081037,0,0.5309219,1.353081,0,0.3324463,0.5904571,0.1456101,0.2035101,0.1825821,0.1361309,0,0.08830459,0.1076299,0.1966086,0.2594097,0.1138057,0.1806896,0,0.3033097,0.3285182,0
181.2,3.862332,2.049814,0.3402871,0.2199883,1.352583,0.1324288,0.05346046,0.7007663,1.979754,0.7876362,0.3924124,0.2086064,0.9933365,0,0.4934512,1.281643,0,0.3917421,0.4862539,0.1167671,0.2094152,0.1883956,0.1258517,0.1962801,0.09318728,0.1193788,0.1804546,0.2696006,0.2259505,0.3310029,0,0.3358174,0.4869701,0
181.6,3.72605,1.987846,0.3389089,0.2207457,1.370609,0.1083109,0.1482371,0.7171983,2.017603,0.8026354,0.3614362,0.303265,0.9033883,0.006608151,0.4816933,1.096821,0,0.5230297,0.5975757,0.1205302,0.2093306,0.1734758,0.1275345,0.2993008,0.08666728,0.1224222,0.1685726,0.2520103,0.3160416,0.4214589,0.03167675,0.3481379,0.6419791,0
182,3.490396,1.819946,0.3400623,0.2079621,1.398541,0.0982698,0.2044333,0.6902163,2.006446,0.8103345,0.3093495,0.33777,0.7841149,0.006608151,0.5015041,0.8844556,0,0.6721016,0.6788639,0.1236765,0.2157555,0.1585524,0.1112138,0.3310009,0.1330181,0.1951006,0.1742923,0.2527372,0.3184278,0.4620529,0.03167675,0.3457401,0.660224,0
182.4,3.393591,1.679317,0.3645766,0.1665253,1.410142,0.1033515,0.2044333,0.6814501,1.975434,0.8177839,0.3214297,0.3459609,0.7874548,0.006608151,0.5910625,0.8434949,0,0.620927,0.6611687,0.1149822,0.1770402,0.1552546,0.1215181,0.3310009,0.1353591,0.2261266,0.1657175,0.2696525,0.3115282,0.4647256,0.03167675,0.3867475,0.6262342,0
182.8,3.308584,1.487884,0.387024,0.1647949,1.409184,0.103295,0.2044333,0.6626813,1.947911,0.7947164,0.3174266,0.3397713,0.7507796,0.006608151,0.6556838,0.8199167,0,0.555614,0.6859038,0.1284188,0.1736513,0.1574,0.1232829,0.3310009,0.132327,0.2389873,0.1892316,0.2692618,0.3173978,0.4257243,0.03167675,0.4335252,0.6058046,0
183.2,3.404201,1.356628,0.4024415,0.165539,1.380285,0.09408091,0.2044333,0.6471464,1.916656,0.7553774,0.3375226,0.3518979,0.7155044,0.006608151,0.5640266,0.8588497,0,0.6890071,0.6086203,0.1400689,0.171625,0.161085,0.1240828,0.3310009,0.1368732,0.2594936,0.2116623,0.2657033,0.3140453,0.3996061,0.03167675,0.4354401,0.6326317,0
183.6,3.622204,1.247587,0.4246424,0.1278353,1.278336,0.1253237,0.2044333,0.6202957,1.777888,0.6274045,0.3450889,0.3335021,0.6446955,0.01789852,0.4721733,0.9657598,0,0.8747016,0.5875297,0.1353059,0.1502377,0.2615809,0.2120908,0.3310009,0.1490176,0.3993839,0.2714335,0.2584948,0.3198414,0.4013317,0.06286504,0.4696466,0.7009514,0
184,3.776183,1.089369,0.4184998,0.08897778,1.17213,0.2436307,0.1931979,0.607103,1.615064,0.4974483,0.3624292,0.3095256,0.5901368,0.0668316,0.3936971,1.077556,0,0.9837753,0.3555488,0.1432708,0.1148341,0.3036489,0.370927,0.3311192,0.1414622,0.4636135,0.2991413,0.238128,0.3186844,0.4075841,0.1393525,0.4798614,0.7392685,0
184.4,4.022751,1.083226,0.4150159,0.09181834,1.121957,0.3638152,0.09893116,0.5933915,1.447331,0.4105986,0.3066322,0.2141059,0.5835312,0.1091232,0.3891738,1.287641,0,0.9853531,0.3467044,0.1442098,0.1128744,0.3026538,0.4262941,0.2495233,0.1427909,0.4868011,0.314027,0.2543902,0.2336781,0.4075226,0.1723473,0.4785482,0.6355098,0
184.8,4.331107,1.113218,0.4520819,0.07582447,1.08756,0.5110879,0.04571077,0.5640466,1.276055,0.3208899,0.2727822,0.1331247,0.5760383,0.1412194,0.4111314,1.511675,0,0.8535091,0.3149042,0.1390727,0.09668912,0.2868334,0.4956822,0.1826322,0.1632927,0.4895452,0.3133064,0.2557988,0.1511767,0.3993919,0.1821855,0.4701635,0.4705623,0
185.2,4.610296,1.193988,0.4344637,0.1010059,1.063866,0.6399702,0,0.5213206,1.143262,0.2219691,0.2221285,0.09889595,0.516093,0.1523882,0.3944545,1.675381,0,0.6075419,0.365794,0.1498403,0.1339942,0.2706929,0.4779785,0,0.2014961,0.446165,0.2713259,0.2576964,0.1034121,0.3941742,0.1776766,0.4451681,0.2619697,0
185.6,4.809228,1.291809,0.4143611,0.1245339,1.001826,0.7532599,0,0.4717876,1.006384,0.1303751,0.1351106,0.09994013,0.3819533,0.1731417,0.3077117,1.755885,0,0.4295126,0.39975,0.1481926,0.1442448,0.2245494,0.4553356,0,0.2071785,0.385215,0.2054977,0.1963203,0.1027653,0.340284,0.1780233,0.3365668,0.2558805,0
186,4.971093,1.441507,0.3965373,0.1599037,0.9540363,0.9238486,0,0.4409388,0.8692148,0.05984374,0.06403525,0.09561447,0.2662325,0.2349857,0.2621317,1.898096,0,0.08225276,0.4532468,0.1471154,0.1902525,0.1840707,0.3912713,0,0.2090865,0.2713357,0.1304047,0.1111048,0.1031375,0.2350285,0.1988318,0.2589814,0.2669262,0
186.4,4.981886,1.536809,0.3928426,0.1672905,0.9197788,1.101261,0,0.3832883,0.7534765,0.01443955,0.03690983,0.08294916,0.1968943,0.3140963,0.3579984,2.004469,0,0.06065428,0.511266,0.1449451,0.1914367,0.162659,0.2908467,0,0.2135403,0.1547965,0.03472357,0.07417888,0.08120076,0.1364942,0.2102078,0.2923739,0.3287263,0
186.8,4.983489,1.667668,0.4129556,0.1769538,0.9295375,1.154393,0,0.3315556,0.7080516,0.01283997,0.01778077,0.09104527,0.1669742,0.3637122,0.4117243,2.044277,0,0.06079186,0.4559551,0.1438968,0.18757,0.1457647,0.2804172,0,0.2252358,0.17487,0.03447037,0.0563726,0.08699,0.1052774,0.2261577,0.263913,0.3320828,0
187.2,4.989355,1.773376,0.4434102,0.1807118,0.9325267,1.188329,0,0.2627813,0.669505,0.004114647,0,0.0916555,0.1690386,0.3901075,0.4239998,2.100867,0,0.05423613,0.3682606,0.1716406,0.1859742,0.1439793,0.2693039,0,0.134477,0.1253124,0.0111502,0,0.09139932,0.1064903,0.2431895,0.2465561,0.300947,0
187.6,5,1.862427,0.4007188,0.235328,0.9307425,1.172196,0,0.2483579,0.6888707,0.001784782,0,0.1164977,0.1277249,0.3708116,0.4125471,2.119757,0,0,0.2945072,0.1724407,0.1941334,0.1411005,0.2632958,0,0.1091949,0.1373468,0.006103133,0,0.09561922,0.08879696,0.250016,0.2476454,0.2841168,0
188,4.995453,1.957762,0.4120746,0.2686973,0.9265665,1.220086,0,0.2742108,0.7035505,0.001288132,0.006636396,0.1361201,0.09967552,0.4033235,0.365872,2.143083,0,0.03873721,0.2137872,0.1785675,0.1942404,0.1308385,0.2636816,0,0.1105297,0.1520886,0.009288829,0.03408451,0.0943282,0.08298313,0.2356059,0.2629671,0.2624256,0
188.4,4.596724,1.725475,0.387089,0.3084512,0.9573569,1.282779,0,0.4508472,0.7076709,0.2245473,0.01677737,0.1470942,0.08996371,0.3861401,0.6032279,1.928026,0.005574773,1.035733,0.6652428,0.2035577,0.2487882,0.1721859,0.2922214,0,0.4730891,0.1664305,0.6072637,0.04610287,0.1167424,0.08730768,0.2614734,0.6914972,0.6310592,0.02368701
188.8,4.153308,1.472687,0.3576822,0.2940158,1.006935,1.390164,0,0.5966102,0.7032853,0.538725,0.02277562,0.2541613,0.0739025,0.3632696,0.9293614,1.741351,0.01322126,1.416491,0.8785192,0.2321884,0.2545961,0.219564,0.349131,0,0.5619595,0.1666439,0.936687,0.04953998,0.2531813,0.09029479,0.2756258,1.054675,0.7577801,0.03328824
189.2,3.70802,1.179374,0.2965662,0.2442804,1.060981,1.4198,0,0.7611905,0.6944361,0.8864715,0.05680916,0.3548784,0.05553995,0.2799015,1.202552,1.474346,0.02382528,1.596607,0.9511353,0.242945,0.2474933,0.2407285,0.3774691,0,0.6232195,0.1724504,1.13851,0.1186387,0.3080147,0.08753806,0.2777124,1.201168,0.7806618,0.04390704
189.6,3.27867,0.9114664,0.2465978,0.2374916,1.12376,1.477388,0,0.926436,0.67982,1.208082,0.1533147,0.4350359,0.0374393,0.1985711,1.478769,1.243964,0.04725257,1.624894,0.9607777,0.2522546,0.2522565,0.2191837,0.3809973,0,0.58913,0.1909917,1.184725,0.2552429,0.3275593,0.07773949,0.2544394,1.292317,0.7396776,0.06839724
190,2.86177,0.6539193,0.1826728,0.2318344,1.197785,1.517491,0,1.066771,0.6665591,1.567827,0.2649861,0.4760249,0.008482759,0.134935,1.839094,1.028653,0.09534012,1.526851,0.9091704,0.1815679,0.2536838,0.1987037,0.3799704,0,0.5290519,0.1972911,1.180018,0.3423587,0.3161547,0.02179681,0.2339087,1.251251,0.6826702,0.1257627
190.4,2.433726,0.4284604,0.1595563,0.2136314,1.281651,1.577201,0,1.191994,0.644008,1.9954,0.3978848,0.4997512,0.001412539,0.06573247,2.158056,0.818848,0.1476789,1.297987,0.8262721,0.1611059,0.2517654,0.1675164,0.3174367,0,0.4318499,0.1978275,1.112985,0.4114179,0.3070737,0.006941593,0.1602821,1.068997,0.5708144,0.1542679
190.8,1.989441,0.1535875,0.1410478,0.1742725,1.354781,1.691312,0,1.299645,0.5986765,2.424275,0.5134319,0.5497381,0.0004029145,0.04559647,2.422222,0.5848547,0.1959315,0.8217471,0.5165211,0.1282253,0.2315783,0.1594193,0.2307697,0,0.3140731,0.1776964,0.8486094,0.4367053,0.2702649,0.001832996,0.1557749,0.7093344,0.3683932,0.1577218
191.2,1.740946,0,0.1160067,0.1185488,1.414281,1.75262,0,1.330491,0.5573455,2.743556,0.5751097,0.614821,0,0.008414408,2.51333,0.4822031,0.2659822,0.1582391,0,0.09618233,0.1583326,0.1180423,0.2283286,0,0.1716921,0.1497665,0.4048143,0.4129412,0.2235254,0,0.0264121,0.4531721,0.2178922,0.1723924
191.6,1.714746,0,0.130922,0.07286408,1.450331,1.786776,0,1.243274,0.4942048,2.85719,0.6649263,0.6294968,0,0.03694659,2.392661,0.4274871,0.3330404,0.129555,0,0.09214047,0.05697977,0.1240324,0.242439,0,0.2308882,0.121274,0.3596216,0.3714212,0.2180066,0,0.08567593,0.4608485,0.2298669,0.172833
192,1.7049,0,0.1368658,0.07640885,1.488982,1.782048,0,1.201796,0.4494454,3.021359,0.8189995,0.5890673,0,0.05517047,2.256563,0.4017468,0.3863322,0.1469362,0,0.08917261,0.07131428,0.1392668,0.2358617,0,0.2180833,0.1207044,0.418981,0.3508295,0.2269154,0,0.09602388,0.5005661,0.226918,0.1556445
192.4,1.646589,0,0.150076,0.09662595,1.55023,1.816767,0,1.175677,0.4563527,3.14137,0.847277,0.5748842,0,0.07558217,2.152802,0.3353007,0.4338545,0.2088411,0,0.08443609,0.09155943,0.1292963,0.2439791,0,0.2011159,0.1303786,0.4041551,0.3415052,0.2154869,0,0.1013467,0.4900254,0.2048991,0.1129438
